Usage (kWh),TimeOfDay,VoltageFluctuations,NumberOfResidents,ApplianceCount,IndustrialAreaNearby,PreviousTheftHistory,AverageDailyUsage,BillPaymentDelay (days),UnusualUsageSpike,Theft,Usage_per_Appliance,Usage_per_Person,Spike_to_Average_Ratio,Time_sin,Time_cos
87,3,3,7,11,0,1,49,32,0,0,7.25,10.875,1.74,0.7071067811865476,0.7071067811865476
300,2,1,9,21,1,0,43,52,0,0,13.636363636363637,30.0,6.818181818181818,0.49999999999999994,0.8660254037844387
207,1,1,4,15,0,0,10,49,1,0,12.9375,41.4,18.818181818181817,0.25881904510252074,0.9659258262890683
139,3,2,1,10,1,0,41,44,1,0,12.636363636363637,69.5,3.3095238095238093,0.7071067811865476,0.7071067811865476
303,2,3,4,7,1,1,49,32,1,1,37.875,60.6,6.06,0.49999999999999994,0.8660254037844387
243,3,2,10,6,0,1,14,24,0,0,34.714285714285715,22.09090909090909,16.2,0.7071067811865476,0.7071067811865476
272,1,3,6,6,1,1,17,41,0,0,38.857142857142854,38.857142857142854,15.11111111111111,0.25881904510252074,0.9659258262890683
421,1,2,5,11,0,1,46,83,1,1,35.083333333333336,70.16666666666667,8.957446808510639,0.25881904510252074,0.9659258262890683
192,1,1,10,14,1,1,31,12,0,0,12.8,17.454545454545453,6.0,0.25881904510252074,0.9659258262890683
325,4,2,6,21,1,1,30,53,0,0,14.772727272727273,46.42857142857143,10.483870967741936,0.8660254037844386,0.5000000000000001
439,3,2,6,12,1,0,13,36,1,0,33.76923076923077,62.714285714285715,31.357142857142858,0.7071067811865476,0.7071067811865476
464,4,1,9,25,1,0,35,87,1,1,17.846153846153847,46.4,12.88888888888889,0.8660254037844386,0.5000000000000001
61,3,1,4,7,0,0,43,60,1,0,7.625,12.2,1.3863636363636365,0.7071067811865476,0.7071067811865476
293,4,1,8,18,1,1,39,21,1,1,15.421052631578947,32.55555555555556,7.325,0.8660254037844386,0.5000000000000001
64,2,1,3,6,0,1,49,66,0,0,9.142857142857142,16.0,1.28,0.49999999999999994,0.8660254037844387
481,4,0,7,17,1,1,29,30,1,1,26.72222222222222,60.125,16.033333333333335,0.8660254037844386,0.5000000000000001
164,4,3,3,15,0,0,27,74,1,1,10.25,41.0,5.857142857142857,0.8660254037844386,0.5000000000000001
456,1,3,1,6,0,1,30,78,1,1,65.14285714285714,228.0,14.709677419354838,0.25881904510252074,0.9659258262890683
450,2,1,9,21,1,0,34,6,1,0,20.454545454545453,45.0,12.857142857142858,0.49999999999999994,0.8660254037844387
390,1,2,8,20,0,0,10,78,0,0,18.571428571428573,43.333333333333336,35.45454545454545,0.25881904510252074,0.9659258262890683
380,1,1,9,19,0,0,49,66,0,0,19.0,38.0,7.6,0.25881904510252074,0.9659258262890683
432,3,0,3,13,0,0,42,30,1,0,30.857142857142858,108.0,10.046511627906977,0.7071067811865476,0.7071067811865476
244,2,3,9,12,1,0,47,37,1,0,18.76923076923077,24.4,5.083333333333333,0.49999999999999994,0.8660254037844387
474,4,2,10,11,1,1,38,54,1,1,39.5,43.09090909090909,12.153846153846153,0.8660254037844386,0.5000000000000001
112,1,1,4,14,0,1,46,2,1,1,7.466666666666667,22.4,2.382978723404255,0.25881904510252074,0.9659258262890683
335,3,1,3,11,1,1,22,55,0,0,27.916666666666668,83.75,14.565217391304348,0.7071067811865476,0.7071067811865476
461,2,1,7,9,0,0,42,85,1,1,46.1,57.625,10.720930232558139,0.49999999999999994,0.8660254037844387
450,3,3,7,25,1,0,10,35,1,0,17.307692307692307,56.25,40.90909090909091,0.7071067811865476,0.7071067811865476
319,4,2,3,18,1,1,30,42,0,0,16.789473684210527,79.75,10.290322580645162,0.8660254037844386,0.5000000000000001
485,2,2,6,13,1,1,32,29,1,1,34.642857142857146,69.28571428571429,14.696969696969697,0.49999999999999994,0.8660254037844387
266,3,1,9,15,1,1,44,32,1,1,16.625,26.6,5.911111111111111,0.7071067811865476,0.7071067811865476
493,1,0,1,8,1,1,38,43,1,1,54.77777777777778,246.5,12.64102564102564,0.25881904510252074,0.9659258262890683
199,4,0,8,19,0,1,36,37,0,0,9.95,22.11111111111111,5.378378378378378,0.8660254037844386,0.5000000000000001
293,1,1,1,25,1,0,29,37,0,0,11.26923076923077,146.5,9.766666666666667,0.25881904510252074,0.9659258262890683
427,1,3,3,16,0,0,48,48,1,0,25.11764705882353,106.75,8.714285714285714,0.25881904510252074,0.9659258262890683
165,3,1,5,17,0,0,27,35,1,0,9.166666666666666,27.5,5.892857142857143,0.7071067811865476,0.7071067811865476
451,4,0,7,19,1,0,20,77,1,1,22.55,56.375,21.476190476190474,0.8660254037844386,0.5000000000000001
301,2,2,8,23,0,1,39,66,0,1,12.541666666666666,33.44444444444444,7.525,0.49999999999999994,0.8660254037844387
364,1,3,10,18,0,0,38,30,1,0,19.157894736842106,33.09090909090909,9.333333333333334,0.25881904510252074,0.9659258262890683
422,2,0,7,10,0,0,21,90,1,1,38.36363636363637,52.75,19.181818181818183,0.49999999999999994,0.8660254037844387
103,1,2,3,18,1,0,24,37,0,0,5.421052631578948,25.75,4.12,0.25881904510252074,0.9659258262890683
255,4,3,8,13,0,0,14,75,1,1,18.214285714285715,28.333333333333332,17.0,0.8660254037844386,0.5000000000000001
488,2,3,7,12,0,0,46,8,1,0,37.53846153846154,61.0,10.382978723404255,0.49999999999999994,0.8660254037844387
412,4,0,4,18,0,1,12,89,1,1,21.68421052631579,82.4,31.692307692307693,0.8660254037844386,0.5000000000000001
263,3,1,4,19,1,1,40,3,1,1,13.15,52.6,6.414634146341464,0.7071067811865476,0.7071067811865476
151,4,0,6,24,0,0,16,46,0,0,6.04,21.571428571428573,8.882352941176471,0.8660254037844386,0.5000000000000001
121,1,0,6,8,0,0,38,20,0,0,13.444444444444445,17.285714285714285,3.1025641025641026,0.25881904510252074,0.9659258262890683
310,3,2,1,20,1,0,18,9,1,0,14.761904761904763,155.0,16.31578947368421,0.7071067811865476,0.7071067811865476
342,3,2,1,25,0,1,17,39,0,0,13.153846153846153,171.0,19.0,0.7071067811865476,0.7071067811865476
70,3,2,6,14,1,0,20,18,0,0,4.666666666666667,10.0,3.3333333333333335,0.7071067811865476,0.7071067811865476
60,1,0,7,18,1,0,28,1,0,0,3.1578947368421053,7.5,2.0689655172413794,0.25881904510252074,0.9659258262890683
232,4,0,9,9,0,1,39,35,1,1,23.2,23.2,5.8,0.8660254037844386,0.5000000000000001
116,3,2,5,23,1,1,27,82,0,1,4.833333333333333,19.333333333333332,4.142857142857143,0.7071067811865476,0.7071067811865476
337,4,2,4,19,0,1,47,5,0,0,16.85,67.4,7.020833333333333,0.8660254037844386,0.5000000000000001
472,4,1,3,13,1,1,22,1,1,1,33.714285714285715,118.0,20.52173913043478,0.8660254037844386,0.5000000000000001
420,4,1,5,8,0,1,29,58,1,1,46.666666666666664,70.0,14.0,0.8660254037844386,0.5000000000000001
287,3,0,5,5,1,0,41,62,1,1,47.833333333333336,47.833333333333336,6.833333333333333,0.7071067811865476,0.7071067811865476
221,1,0,2,14,1,1,25,87,1,1,14.733333333333333,73.66666666666667,8.5,0.25881904510252074,0.9659258262890683
241,1,0,8,10,0,0,32,69,0,0,21.90909090909091,26.77777777777778,7.303030303030303,0.25881904510252074,0.9659258262890683
494,1,0,5,12,0,0,45,77,1,1,38.0,82.33333333333333,10.73913043478261,0.25881904510252074,0.9659258262890683
97,2,3,7,17,1,0,10,52,1,0,5.388888888888889,12.125,8.818181818181818,0.49999999999999994,0.8660254037844387
467,2,2,5,23,1,0,28,75,1,1,19.458333333333332,77.83333333333333,16.103448275862068,0.49999999999999994,0.8660254037844387
122,2,2,5,24,1,0,24,43,0,0,4.88,20.333333333333332,4.88,0.49999999999999994,0.8660254037844387
478,4,0,10,24,1,0,44,40,1,0,19.12,43.45454545454545,10.622222222222222,0.8660254037844386,0.5000000000000001
257,1,2,4,8,0,1,37,3,0,0,28.555555555555557,51.4,6.7631578947368425,0.25881904510252074,0.9659258262890683
377,2,3,10,21,0,1,42,20,1,1,17.136363636363637,34.27272727272727,8.767441860465116,0.49999999999999994,0.8660254037844387
85,1,3,2,18,1,0,11,75,1,1,4.473684210526316,28.333333333333332,7.083333333333333,0.25881904510252074,0.9659258262890683
50,3,0,1,20,0,1,32,53,1,1,2.380952380952381,25.0,1.5151515151515151,0.7071067811865476,0.7071067811865476
339,4,1,7,18,1,0,23,15,1,0,17.842105263157894,42.375,14.125,0.8660254037844386,0.5000000000000001
379,4,3,4,12,1,1,29,27,1,1,29.153846153846153,75.8,12.633333333333333,0.8660254037844386,0.5000000000000001
448,1,0,7,12,1,1,39,63,1,1,34.46153846153846,56.0,11.2,0.25881904510252074,0.9659258262890683
81,3,2,5,17,1,0,46,33,1,0,4.5,13.5,1.7234042553191489,0.7071067811865476,0.7071067811865476
386,3,1,3,15,1,0,34,16,0,0,24.125,96.5,11.028571428571428,0.7071067811865476,0.7071067811865476
329,2,1,7,17,0,0,40,15,0,0,18.27777777777778,41.125,8.024390243902438,0.49999999999999994,0.8660254037844387
354,4,3,3,17,0,1,25,62,1,1,19.666666666666668,88.5,13.615384615384615,0.8660254037844386,0.5000000000000001
201,3,1,5,11,0,1,28,31,1,1,16.75,33.5,6.931034482758621,0.7071067811865476,0.7071067811865476
